Age,Country,EdLevel,YearsCodePro,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeWantToWorkWith
25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",5,Bash/Shell (all shells);C;C#;C++;Dart;Fortran;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,InfluxDB;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,MariaDB;MongoDB;PostgreSQL;Redis,Google Cloud;Heroku;Microsoft Azure,Microsoft Azure,Angular;ASP.NET CORE;Blazor;Express;FastAPI;NestJS
25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MongoDB;Redis,Microsoft SQL Server;MongoDB,Microsoft Azure;OpenStack,Microsoft Azure;OpenStack,ASP.NET CORE;Blazor
18-24 years old,United States of America,Some college/university study without earning a degree,,Assembly;Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;Rust;SQL,Assembly;Bash/Shell (all shells);C;C++;Elixir;GDScript;Go;Haskell;HTML/CSS;JavaScript;Lisp;Lua;Python;Rust;SQL,Cloud Firestore;MongoDB;MySQL;Neo4J,Cloud Firestore;MongoDB;MySQL;Neo4J,Google Cloud,Google Cloud,Express;Flask;Htmx;Node.js;React
25-34 years old,Austria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,Assembly;Bash/Shell (all shells);C;C++;Haskell;JavaScript;PHP;PowerShell;SQL;TypeScript,Bash/Shell (all shells);Haskell;JavaScript;SQL;TypeScript,InfluxDB;MariaDB;MySQL;Redis;SQLite,MariaDB;MySQL;SQLite,Hetzner,Hetzner,Vue.js
25-34 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,TypeScript,Bash/Shell (all shells);HTML/CSS;SQL;TypeScript,Dynamodb,Dynamodb;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),Express;Node.js
25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Haskell;HTML/CSS;JavaScript;Python;Ruby;SQL,Assembly;Bash/Shell (all shells);C++;Haskell;HTML/CSS;Ruby;SQL,SQLite,SQLite,"Linode, now Akamai","Linode, now Akamai",Ruby on Rails
25-34 years old,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",3,Bash/Shell (all shells);JavaScript;PHP;PowerShell;Python;SQL;VBA,Assembly;Bash/Shell (all shells);C#;JavaScript;PHP;PowerShell;Python;SQL,Clickhouse;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,Clickhouse;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Microsoft Azure,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Linode, now Akamai;Microsoft Azure;OpenShift;OpenStack",Angular;AngularJS;Django;Drupal;Express;Flask;Htmx;jQuery;Laravel;Next.js;Node.js
25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",9,Go;Python;Scala;SQL,Python;Rust;SQL,BigQuery;Databricks SQL;DuckDB;Microsoft SQL Server;MySQL;PostgreSQL,BigQuery;DuckDB;PostgreSQL,Amazon Web Services (AWS);Databricks;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Google Cloud,FastAPI;Flask
45-54 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",26,Ada;C#;Java;Python;TypeScript,Ada;Go;Java;Rust;TypeScript,Dynamodb;Microsoft SQL Server;MongoDB;PostgreSQL,Couchbase;MongoDB;PostgreSQL,Amazon Web Services (AWS);OVH;Scaleway,Microsoft Azure;Scaleway,Angular;Spring Boot
25-34 years old,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;Rust;SQL,Elixir;Python;Rust;SQL,Clickhouse;DuckDB;Microsoft SQL Server;PostgreSQL;Redis;Solr;SQLite,PostgreSQL;SQLite,Fly.io;Google Cloud;Hetzner,Fly.io;Hetzner,Django
25-34 years old,Costa Rica,"Associate degree (A.A., A.S., etc.)",5,HTML/CSS;JavaScript;Ruby;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,PostgreSQL,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS);Vercel,Express;NestJS;Next.js;Node.js;React;WordPress
35-44 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",12,Bash/Shell (all shells);Java;SQL,Bash/Shell (all shells);Java,Neo4J;PostgreSQL,Neo4J;PostgreSQL,Microsoft Azure,Microsoft Azure,Spring Boot
45-54 years old,Norway,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL,C#;PowerShell;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET CORE
35-44 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",19,C#;JavaScript;PHP;SQL;TypeScript,PHP;TypeScript,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,Laravel;NestJS;Node.js;Symfony
18-24 years old,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,Java;JavaScript;Python;Rust;TypeScript,Elasticsearch;H2;MongoDB;PostgreSQL,MongoDB;PostgreSQL,Hetzner,Hetzner,Astro;Express;Next.js;Node.js;React;Spring Boot
18-24 years old,Belgium,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,C#;HTML/CSS;Java;JavaScript;Kotlin,C#;C++;HTML/CSS;JavaScript,Cloud Firestore;Cosmos DB;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;Neo4J;PostgreSQL,Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;Neo4J;PostgreSQL,Amazon Web Services (AWS);Firebase;Microsoft Azure;Netlify,Amazon Web Services (AWS);Microsoft Azure;Netlify,ASP.NET CORE;Blazor;Express;NestJS;React
18-24 years old,Tunisia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Supabase,Cassandra;MariaDB;MongoDB;MySQL;PostgreSQL;Supabase,Google Cloud;Heroku;Netlify;OVH;Vercel,Google Cloud;Netlify;OVH;Vercel,Angular;ASP.NET CORE;Express;NestJS;Next.js;React
35-44 years old,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI),Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI),Express;jQuery;Laravel;NestJS;Next.js;Node.js;React;Vue.js
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Python;Rust,Bash/Shell (all shells);Elixir;HTML/CSS;Python;Rust,MariaDB;PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Google Cloud;Oracle Cloud Infrastructure (OCI),Amazon Web Services (AWS);Google Cloud,Flask
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;Swift;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Swift;TypeScript,Elasticsearch;Microsoft SQL Server;Oracle;SQLite,Elasticsearch;Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET CORE;React
35-44 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",14,HTML/CSS;JavaScript;MATLAB;Python;TypeScript,HTML/CSS;JavaScript;MATLAB;Python;R;Rust;TypeScript,MongoDB;MySQL;PostgreSQL,Cassandra;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Vercel,Angular;Deno;Django;Express;FastAPI;Flask;Next.js;Node.js;React;WordPress
25-34 years old,Finland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,InfluxDB;MariaDB;MongoDB;PostgreSQL;SQLite,MariaDB;MongoDB;PostgreSQL;SQLite,Firebase,Firebase,ASP.NET CORE;Express;Fastify;NestJS;Next.js;Node.js;React
45-54 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MySQL,MariaDB;MySQL,Amazon Web Services (AWS);Cloudflare;Google Cloud;Hetzner;Managed Hosting,Amazon Web Services (AWS);Hetzner;Managed Hosting,Laravel;Vue.js
35-44 years old,Malaysia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",,Clojure;Dart;Java;JavaScript,Clojure,Datomic,Datomic,Amazon Web Services (AWS);Cloudflare,Amazon Web Services (AWS);Cloudflare,React
35-44 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",11,Go;JavaScript;PHP;Python;TypeScript,JavaScript;Python;TypeScript,Dynamodb;Elasticsearch;MongoDB;Neo4J;PostgreSQL,Cassandra;Dynamodb;Elasticsearch;MongoDB;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Heroku;Managed Hosting,Amazon Web Services (AWS);Cloudflare;Google Cloud;Managed Hosting,Angular;Django;Express;NestJS;Next.js;React
18-24 years old,Ukraine,Some college/university study without earning a degree,3,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,Dynamodb,Dynamodb;Elasticsearch;MongoDB;PostgreSQL,Amazon Web Services (AWS);Firebase,Amazon Web Services (AWS);Firebase;Vercel,NestJS;Next.js;Node.js;Nuxt.js;React;Svelte
18-24 years old,Uzbekistan,Primary/elementary school,2,HTML/CSS;JavaScript;SQL;TypeScript,Go;JavaScript;SQL;TypeScript,MongoDB;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Render,Amazon Web Services (AWS);Render,NestJS;Node.js
25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,C++;Go;Java;Python;SQL,Go;Python;Rust;SQL,Dynamodb;Elasticsearch;MariaDB;MySQL;Redis;SQLite,DuckDB;Dynamodb;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),FastAPI;Htmx
18-24 years old,United States of America,Some college/university study without earning a degree,,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,Microsoft Access;MongoDB,MongoDB,Amazon Web Services (AWS);Cloudflare;Google Cloud;Hetzner;Oracle Cloud Infrastructure (OCI);Vercel,Cloudflare;Colocation;Google Cloud;Hetzner;Oracle Cloud Infrastructure (OCI),Fastify;Node.js;Solid.js
35-44 years old,Sweden,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",14,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,Cosmos DB;Dynamodb;Microsoft SQL Server;MongoDB;MySQL;Redis;Solr,Microsoft SQL Server;PostgreSQL;Redis,Cloudflare;Firebase;Microsoft Azure,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure;OpenShift,ASP.NET CORE;Deno;Next.js;Node.js;React
35-44 years old,South Africa,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",12,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;Python;SQL,Elasticsearch;MariaDB;MongoDB;Redis,Elasticsearch;MariaDB,Cloudflare;OpenStack,Cloudflare;OpenStack,jQuery;Next.js;React;Vue.js
25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;PowerShell;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Rust;SQL;TypeScript,PostgreSQL,PostgreSQL,Digital Ocean;Microsoft Azure,Digital Ocean;Fly.io,Phoenix
35-44 years old,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,JavaScript;Python;R;SQL;VBA,Python;R;SQL;VBA,Databricks SQL;Microsoft SQL Server;PostgreSQL;SQLite,Databricks SQL;Microsoft SQL Server;PostgreSQL;SQLite,Amazon Web Services (AWS);Databricks,Amazon Web Services (AWS);Databricks,FastAPI;Next.js;Node.js;React
25-34 years old,Kyrgyzstan,Some college/university study without earning a degree,5,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,PostgreSQL;SQLite;Supabase,PostgreSQL;SQLite;Supabase,Microsoft Azure;Supabase;Vercel,Amazon Web Services (AWS);Supabase;Vercel,Astro;Next.js;Node.js;React
25-34 years old,Ecuador,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Go;HTML/CSS;Lisp;Prolog;Python;TypeScript,Clickhouse;InfluxDB;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Clickhouse;Datomic;PostgreSQL;Supabase,Cloudflare;Vercel,Cloudflare;Supabase,Deno;Elm;FastAPI;React;Vue.js
25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Dart;Go;HTML/CSS;JavaScript;PHP;Rust;Solidity;SQL,Couch DB;Couchbase;MariaDB;MongoDB;MySQL;Oracle;Redis,Couch DB;Couchbase;Elasticsearch;MariaDB;MySQL;Redis;SQLite,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Linode, now Akamai;Managed Hosting;Microsoft Azure;Vultr","Digital Ocean;Hetzner;Linode, now Akamai;Managed Hosting;Microsoft Azure;OVH;Vultr",Fastify;Laravel;Node.js;Nuxt.js;Solid.js;Strapi;Svelte;Vue.js;WordPress
55-64 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",39,C#;HTML/CSS;TypeScript,C#;HTML/CSS;TypeScript,Cosmos DB,Cosmos DB,Microsoft Azure,Microsoft Azure,Angular;ASP.NET CORE
25-34 years old,Denmark,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,Elixir;Haskell;HTML/CSS;Rust,Elixir;Rust,PostgreSQL,PostgreSQL,Hetzner,Hetzner,Phoenix
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",20,Assembly;C;C#;C++;Cobol;Delphi;Fortran;HTML/CSS;Java;JavaScript;Lisp;PHP;PowerShell;Prolog;SQL;VBA;Visual Basic (.Net),C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;VBA;Visual Basic (.Net),MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL,Cloudflare;Colocation;Google Cloud;Microsoft Azure;VMware,Colocation;Microsoft Azure;VMware,jQuery
18-24 years old,Sweden,"Associate degree (A.A., A.S., etc.)",3,C#;C++;HTML/CSS;JavaScript;Objective-C;Python;TypeScript,C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Python;TypeScript,Cloud Firestore,BigQuery;Cloud Firestore;Microsoft SQL Server;MongoDB;MySQL,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,Node.js
18-24 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",4,C;C++;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,HTML/CSS;JavaScript;PowerShell;Python,MongoDB;MySQL;PostgreSQL;Redis;SQLite,MongoDB;Redis,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Microsoft Azure,Digital Ocean;Google Cloud,Express;Flask;Node.js;React
25-34 years old,Romania,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,Bash/Shell (all shells);Elixir;HTML/CSS;Objective-C;PHP;Rust;SQL,Bash/Shell (all shells);HTML/CSS;Objective-C;PHP;SQL,MongoDB;MySQL;PostgreSQL;Redis,PostgreSQL;Redis,Cloudflare;Digital Ocean;Firebase;Hetzner;VMware,Firebase;Hetzner;VMware,Laravel;Nuxt.js;Vue.js
35-44 years old,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",23,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Cloud Firestore;Elasticsearch;MySQL;PostgreSQL;Supabase,Cloud Firestore;Elasticsearch;PostgreSQL;Supabase,Amazon Web Services (AWS);Firebase;Google Cloud;Supabase,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure;Netlify;Supabase;Vercel,Angular;Deno;Fastify;Svelte;Vue.js
35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",16,Bash/Shell (all shells);C;C#;SQL,Bash/Shell (all shells);C;C#;SQL,Microsoft SQL Server;PostgreSQL;SQLite,BigQuery;Microsoft SQL Server;PostgreSQL;Snowflake;SQLite,Google Cloud;Microsoft Azure,Google Cloud;Microsoft Azure,ASP.NET CORE;Phoenix
35-44 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",24,HTML/CSS;JavaScript;Rust;TypeScript,Go;Rust;TypeScript,Dynamodb;Elasticsearch;Solr,Dynamodb;Solr,Amazon Web Services (AWS);Cloudflare,Amazon Web Services (AWS);Cloudflare,Astro;Node.js;Vue.js
45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",23,Bash/Shell (all shells);C#;Go;JavaScript;Python;SQL,Bash/Shell (all shells);C#;Go;JavaScript;Python;Rust;SQL;TypeScript,Microsoft SQL Server;Redis,Couch DB;Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,ASP.NET;ASP.NET CORE;Express;Node.js
25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,C;C++;Groovy;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,Java;PHP;PowerShell;SQL,Cassandra;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Solr;SQLite,Cassandra;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;InfluxDB;MariaDB;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Presto;Redis;Solr;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware,Laravel;Node.js;Spring Boot
25-34 years old,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,Dart;Go;Groovy;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Go;Groovy;Java;JavaScript;Kotlin;Python;SQL;TypeScript,BigQuery;Cloud Firestore;Cockroachdb;Dynamodb;MongoDB;MySQL;PostgreSQL;Redis,BigQuery;Dynamodb;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Firebase;Google Cloud,Amazon Web Services (AWS),Spring Boot
18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",1,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;Solidity;SQL,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;Rust;Scala;Solidity;SQL,MariaDB;MongoDB;MySQL;Redis;SQLite,Cassandra;Cockroachdb;Dynamodb;Elasticsearch;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure,"Amazon Web Services (AWS);Google Cloud;Linode, now Akamai",Django;Express;FastAPI;Flask;Next.js;Node.js;React
18-24 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,C#;JavaScript;PHP;TypeScript,TypeScript,Dynamodb;Elasticsearch;MongoDB;PostgreSQL,MongoDB;PostgreSQL,Amazon Web Services (AWS);Fly.io;Heroku;VMware,Amazon Web Services (AWS);Fly.io,Express;Laravel;Node.js;React;Vue.js
25-34 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,BigQuery;PostgreSQL,BigQuery;PostgreSQL,Google Cloud;Vercel,Google Cloud;Vercel,NestJS;Next.js;Node.js;React;WordPress
18-24 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;Python;SQL,C++;GDScript;JavaScript;MicroPython;Python;Rust;SQL,MariaDB;MongoDB,Firebase Realtime Database;MongoDB;PostgreSQL,"Amazon Web Services (AWS);Linode, now Akamai;VMware","Linode, now Akamai;VMware",Flask;Next.js;Node.js;Vue.js
25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",9,Clojure;HTML/CSS;JavaScript;R;TypeScript,Clojure;HTML/CSS;JavaScript,Cloud Firestore;Datomic;PostgreSQL;SQLite,Cloud Firestore;Datomic;PostgreSQL;SQLite;Supabase,Amazon Web Services (AWS);Firebase;Vercel,Firebase,Node.js;React
25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",8,Java;SQL,Java;Python;SQL,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Microsoft Azure,Microsoft Azure,Spring Boot
35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",,C#;C++;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL,C#;C++;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL,Cloud Firestore;Cosmos DB;Databricks SQL;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Cosmos DB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Databricks;Firebase;Microsoft Azure;Netlify,Amazon Web Services (AWS);Cloudflare;Databricks;Firebase;Netlify,Blazor
35-44 years old,Germany,"Associate degree (A.A., A.S., etc.)",17,C#;Dart;HTML/CSS;PowerShell;TypeScript,C#;HTML/CSS;Kotlin;TypeScript,Cloud Firestore;InfluxDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Dynamodb;InfluxDB;PostgreSQL,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Angular;ASP.NET CORE;Blazor;Next.js;Nuxt.js;Vue.js
55-64 years old,Hungary,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",30,JavaScript;PHP;SQL,JavaScript;SQL,Cloud Firestore;Firebase Realtime Database;MariaDB;MySQL,Cloud Firestore;Firebase Realtime Database;MariaDB,Firebase;Heroku;Netlify;Render;Vercel,Firebase;Netlify;Render;Vercel,Express;Node.js;React
25-34 years old,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,Bash/Shell (all shells);C#;F#;HTML/CSS;Python;TypeScript,Oracle;PostgreSQL,PostgreSQL,Microsoft Azure,Digital Ocean;Microsoft Azure;OpenShift,Angular;ASP.NET CORE;Blazor;Deno;Elm
18-24 years old,Canada,"Associate degree (A.A., A.S., etc.)",2,C#;HTML/CSS;JavaScript;PHP;Python;SQL,C#;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Google Cloud;Microsoft Azure,Microsoft Azure,Laravel
35-44 years old,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",15,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;TypeScript,Bash/Shell (all shells);Elixir;Go;HTML/CSS;Ruby;Rust;TypeScript,MongoDB;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Google Cloud;Heroku;OVH,Google Cloud;Heroku,jQuery;Phoenix;React;Ruby on Rails
